Water Body,Sample Date,Chl_a,DIN,DKN,NH3N,NH4N,NOxN,NO2N,NO3N,PN,PON,TDN,TKN,TN,TON,DON,DIP,DRP,TDP,TIP,TP,TRP,TPP,BOD,COD,O2_Dis,PV,TDS,TS,TSS,FDS,FS,VDS,VS,TRANS,TURB,TEMP,pH
LAGO MJOSA,1981-10-07,,,,,,,,0.052,,,,,0.342,,,,,,,0.01,,,,,,,,,,,,,,,,,7.04
LAGO MJOSA,1981-10-21,,,,,,,,0.068,,,,,0.38,,,,,,,0.0082,,,,,,,,,,,,,,,,,6.78
LAGO MJOSA,1982-03-23,,,,,,,,0.075,,,,,0.446,,,,,,,0.008,,,,,,10.7,,,,,,,,,,3.7,6.08
LAGO MJOSA,1982-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
LAGO MJOSA,1982-05-11,,,,,,,,0.078,,,,,0.401,,,,,,,0.01,,,,,,9.8,,,,,,,,,,4.0,6.87
LAGO MJOSA,1982-05-24,,,,,,,,0.073,,,,,0.385,,,,,,,0.01,,,,,,,,,,,,,,,,4.4,6.85
LAGO MJOSA,1982-06-09,,,,,,,,0.074,,,,,0.41,,,,,,,0.0115,,,,,,,,,,,,,,,,,6.97
LAGO MJOSA,1982-06-22,,,,,,,,0.049,,,,,0.371,,,,,,,0.008,,,,,,,,,,,,,,,,10.0,7.22
LAGO MJOSA,1982-07-06,,,,,,,,0.056,,,,,0.308,,,,,,,0.009,,,,,,,,,,,,,,,,13.2,7.29
LAGO MJOSA,1982-07-20,,,,,,,,0.042,,,,,0.327,,,,,,,0.012,,,,,,,,,,,,,,,,17.0,6.97
LAGO MJOSA,1982-08-03,,,,,,,,0.038,,,,,0.268,,,,,,,0.009,,,,,,,,,,,,,,,,10.0,6.88
LAGO MJOSA,1982-08-16,,,,,,,,0.041,,,,,0.304,,,,,,,0.0115,,,,,,,,,,,,,,,,15.2,7.28
LAGO MJOSA,1982-09-06,,,,,,,,0.05,,,,,0.288,,,,,,,0.0071,,,,,,,,,,,,,,,,12.9,7.11
LAGO MJOSA,1982-09-23,,,,,,,,0.054,,,,,0.324,,,,,,,0.01,,,,,,,,,,,,,,,,,7.04
LAGO MJOSA,1983-04-12,,,,,,,,0.038,,,,,0.395,,,,,,,0.0085,,,,,,7.3,,,,,,,,,,,6.96
LAGO MJOSA,1983-05-09,,,,,,,,0.086,,,,,0.479,,,,,,,0.005,,,,,,,,,,,,,,,,,6.86
LAGO MJOSA,1983-05-31,,,,,,,,0.074,,,,,0.343,,,,,,,0.0065,,,,,,9.3,,,,,,,,,,,6.89
LAGO MJOSA,1983-06-13,,,,,,,,0.067,,,,,0.33,,,,,,,0.0065,,,,,,,,,,,,,,,,,6.91
LAGO MJOSA,1983-06-27,,,,,,,,0.055,,,,,0.304,,,,,,,0.0065,,,,,,,,,,,,,,,,,6.81
LAGO MJOSA,1983-07-11,,,,,,,,0.04,,,,,0.319,,,,,,,0.0085,,,,,,,,,,,,,,,,,7.09
LAGO MJOSA,1983-07-26,,,,,,,,0.042,,,,,0.253,,,,,,,0.0085,,,,,,,,,,,,,,,,,7.19
LAGO MJOSA,1983-08-18,,,,,,,,0.031,,,,,0.261,,,,,,,0.0115,,,,,,,,,,,,,,,,,7.03
LAGO MJOSA,1983-09-05,,,,,,,,0.042,,,,,0.228,,,,,,,0.01,,,,,,,,,,,,,,,,,7.05
LAGO MJOSA,1983-09-22,,,,,,,,0.043,,,,,0.208,,,,,,,0.005,,,,,,,,,,,,,,,,,7.17
LAGO MJOSA,1983-09-29,,,,,,,,0.057,,,,,0.302,,,,,,,0.0085,,,,,,,,,,,,,,,,,7.01
LAGO MJOSA,1983-10-11,,,,,,,,0.05,,,,,0.31,,,,,,,0.0085,,,,,,,,,,,,,,,,,7.14
LAGO MJOSA,1983-11-07,,,,,,,,0.035,,,,,0.176,,,,,,,0.0085,,,,,,,,,,,,,,,,,6.97
LAGO MJOSA,1984-03-20,,,,,,,,0.081,,,,,0.46,,,,,,,0.0085,,,,,,7.5,,,,,,,,,,,6.98
LAGO MJOSA,1984-05-09,,,,,,,,0.086,,,,,0.485,,,,,,,0.007,,,,,,7.3,,,,,,,,,,10.0,7.08
LAGO MJOSA,1984-05-28,,,,,,,,0.087,,,,,0.491,,,,,,,0.0055,,,,,,,,,,,,,,,,10.5,7.08
LAGO MJOSA,1984-06-06,,,,,,,,0.082,,,,,0.524,,,,,,,0.007,,,,,,,,,,,,,,,,11.0,6.96
LAGO MJOSA,1984-06-25,,,,,,,,0.077,,,,,0.441,,,,,,,0.0055,,,,,,8.0,,,,,,,,,,12.0,6.8
LAGO MJOSA,1984-07-04,,,,,,,,0.059,,,,,0.363,,,,,,,0.0055,,,,,,,,,,,,,,,,13.0,6.94
LAGO MJOSA,1984-07-24,,,,,,,,0.049,,,,,0.392,,,,,,,0.0105,,,,,,,,,,,,,,,,14.5,7.0
LAGO MJOSA,1984-08-07,,,,,,,,0.054,,,,,0.364,,,,,,,0.005,,,,,,,,,,,,,,,,15.0,6.95
LAGO MJOSA,1984-08-20,,,,,,,,0.042,,,,,0.32,,,,,,,0.0085,,,,,,,,,,,,,,,,16.0,6.65
LAGO MJOSA,1984-09-06,,,,,,,,0.039,,,,,0.367,,,,,,,0.01,,,,,,,,,,,,,,,,12.0,7.01
LAGO MJOSA,1984-09-26,,,,,,,,0.052,,,,,0.339,,,,,,,0.0065,,,,,,,,,,,,,,,,11.5,7.06
LAGO MJOSA,1984-10-05,,,,,,,,0.053,,,,,0.358,,,,,,,0.0065,,,,,,,,,,,,,,,,10.5,6.94
LAGO MJOSA,1984-10-22,,,,,,,,0.066,,,,,0.402,,,,,,,0.006,,,,,,,,,,,,,,,,9.5,6.98
LAGO MJOSA,1985-04-10,,,,,,,,0.092,,,,,0.455,,,,,,,0.007,,,,,,8.5,,,,,,,,,,,6.69
LAGO MJOSA,1985-05-21,,,,,,,,0.092,,,,,0.618,,,,,,,0.0125,,,,,,7.4,,,,,,,,,,,6.62
LAGO MJOSA,1985-06-12,,,,,,,,0.075,,,,,0.497,,,,,,,0.0095,,,,,,,,,,,,,,,,,6.86
LAGO MJOSA,1985-06-24,,,,,,,,0.05,,,,,0.432,,,,,,,0.0115,,,,,,,,,,,,,,,,,6.99
LAGO MJOSA,1985-07-09,,,,,,,,0.054,,,,,0.396,,,,,,,0.007,,,,,,,,,,,,,,,,,6.65
LAGO MJOSA,1985-07-24,,,,,,,,0.045,,,,,0.365,,,,,,,0.009,,,,,,,,,,,,,,,,,6.85
LAGO MJOSA,1985-08-18,,,,,,,,0.051,,,,,0.38,,,,,,,0.006,,,,,,,,,,,,,,,,,7.11
LAGO MJOSA,1985-09-02,,,,,,,,0.055,,,,,0.423,,,,,,,0.007,,,,,,,,,,,,,,,,,6.83
LAGO MJOSA,1985-09-18,,,,,,,,0.099,,,,,0.577,,,,,,,0.007,,,,,,8.8,,,,,,,,,,,6.98
LAGO MJOSA,1985-09-22,,,,,,,,0.07,,,,,0.426,,,,,,,0.005,,,,,,12.1,,,,,,,,,,,7.16
LAGO MJOSA,1985-10-09,,,,,,,,0.079,,,,,0.447,,,,,,,0.005,,,,,,,,,,,,,,,,,7.12
LAGO MJOSA,1985-10-23,,,,,,,,0.07,,,,,0.467,,,,,,,0.004,,,,,,,,,,,,,,,,,6.85
LAGO MJOSA,1986-03-17,,,,,,,,0.061,,,,,0.41,,,,,,,0.0055,,,,,,1.3,,,,,,,,,,0.3,6.92
LAGO MJOSA,1986-05-20,0.0003,,,,,,,0.094,,,,,0.532,,,,,,,0.0045,,,,,,1.8,,,,,,,,,,,7.01
LAGO MJOSA,1986-06-04,0.0003,,,,,,,0.095,,,,,0.562,,,,,,,0.006,,,,,,,,,,,,,,,,,6.97
LAGO MJOSA,1986-06-18,0.003,,,,,,,0.083,,,,,0.539,,,,,,,0.007,,,,,,,,,,,,,,,,,7.27
LAGO MJOSA,1986-06-30,0.0035,,,,,,,0.067,,,,,0.453,,,,,,,0.0095,,,,,,,,,,,,,,,,,7.24
LAGO MJOSA,1986-07-11,0.0032,,,,,,,0.053,,,,,0.373,,,,,,,0.007,,,,,,,,,,,,,,,,,7.14
LAGO MJOSA,1986-07-23,0.0047,,,,,,,0.075,,,,,0.478,,,,,,,0.008,,,,,,,,,,,,,,,,,7.05
LAGO MJOSA,1986-08-06,0.004,,,,,,,0.064,,,,,0.421,,,,,,,0.008,,,,,,,,,,,,,,,,,7.05
LAGO MJOSA,1986-08-18,0.0046,,,,,,,0.061,,,,,0.436,,,,,,,0.018,,,,,,,,,,,,,,,,,7.03
LAGO MJOSA,1986-09-05,0.0038,,,,,,,0.062,,,,,0.396,,,,,,,0.0075,,,,,,,,,,,,,,,,,7.05
LAGO MJOSA,1986-09-19,0.0031,,,,,,,0.062,,,,,0.392,,,,,,,0.0075,,,,,,,,,,,,,,,,,7.05
LAGO MJOSA,1986-10-14,0.0018,,,,,,,0.076,,,,,0.445,,,,,,,0.005,,,,,,,,,,,,,,,,,6.93
LAGO MJOSA,1986-10-30,0.0024,,,,,,,0.083,,,,,0.481,,,,,,,0.006,,,,,,,,,,,,,,,,,7.09
LAGO MJOSA,1987-04-06,,,,,,,,0.094,,,,,0.587,,,,,,,0.006,,,,,,1.9,,,,,,,,,,,6.92
LAGO MJOSA,1987-05-26,,,,,,,,0.097,,,,,0.559,,,,,,,0.0075,,,,,,1.85,,,,,,,,,,,6.83
LAGO MJOSA,1987-06-14,,,,,,,,0.096,,,,,0.546,,,,,,,0.0075,,,,,,,,,,,,,,,,,7.04
LAGO MJOSA,1987-07-01,,,,,,,,0.091,,,,,0.588,,,,,,,0.0145,,,,,,,,,,,,,,,,,7.22
LAGO MJOSA,1987-07-16,,,,,,,,0.081,,,,,0.526,,,,,,,0.0125,,,,,,,,,,,,,,,,,6.98
LAGO MJOSA,1987-07-29,,,,,,,,0.066,,,,,0.456,,,,,,,0.01,,,,,,,,,,,,,,,,,7.13
LAGO MJOSA,1987-08-12,,,,,,,,0.064,,,,,0.441,,,,,,,0.0055,,,,,,,,,,,,,,,,,7.14
LAGO MJOSA,1987-09-03,,,,,,,,0.064,,,,,0.756,,,,,,,0.013,,,,,,,,,,,,,,,,,7.22
LAGO MJOSA,1987-09-16,,,,,,,,0.069,,,,,0.488,,,,,,,0.011,,,,,,,,,,,,,,,,,7.2
LAGO MJOSA,1987-09-30,,,,,,,,0.078,,,,,0.499,,,,,,,0.0075,,,,,,,,,,,,,,,,,7.01
LAGO MJOSA,1987-10-19,,,,,,,,0.091,,,,,0.531,,,,,,,0.0055,,,,,,,,,,,,,,,,,7.04
LAGO MJOSA,1987-11-06,,,,,,,,0.091,,,,,0.516,,,,,,,0.006,,,,,,,,,,,,,,,,,7.15
LAGO MJOSA,1988-04-08,,,,,,,,,,,,,0.707,,,,,,,0.008,,,,,,,,,,,,,,,,,7.01
LAGO MJOSA,1988-05-19,,,,,,,,,,,,,0.63,,,,,,,0.0055,,,,,,,,,,,,,,,,,6.87
LAGO MJOSA,1988-06-06,,,,,,,,,,,,,0.576,,,,,,,0.011,,,,,,,,,,,,,,,,,6.97
LAGO MJOSA,1988-06-15,0.005,,,,,,,,,,,,0.483,,,,,,,0.006,,,,,,,,,,,,,,,,17.0,
LAGO MJOSA,1988-06-20,,,,,,,,,,,,,0.59,,,,,,,0.0115,,,,,,,,,,,,,,,,,6.55
LAGO MJOSA,1988-07-04,,,,,,,,,,,,,0.548,,,,,,,0.0085,,,,,,,,,,,,,,,,,7.21
LAGO MJOSA,1988-07-16,0.0052,,,,,,,,,,,,0.372,,,,,,,0.007,,,,,,,,,,,,,,,,11.3,
LAGO MJOSA,1988-07-18,,,,,,,,,,,,,0.42,,,,,,,0.011,,,,,,,,,,,,,,,,,7.13
LAGO MJOSA,1988-08-01,,,,,,,,,,,,,0.497,,,,,,,0.01,,,,,,,,,,,,,,,,,7.17
LAGO MJOSA,1988-08-12,0.0062,,,,,,,,,,,,0.389,,,,,,,0.006,,,,,,,,,,,,,,,,16.0,
LAGO MJOSA,1988-08-13,,,,,,,,,,,,,0.428,,,,,,,0.0105,,,,,,,,,,,,,,,,,7.08
LAGO MJOSA,1988-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14
LAGO MJOSA,1988-08-30,,,,,,,,,,,,,0.488,,,,,,,0.014,,,,,,,,,,,,,,,,,6.79
LAGO MJOSA,1988-09-06,0.0017,,,,,,,0.064,,,,,0.44,,,,,,,0.006,,,,,,,,,,,,,,,,12.5,7.0
LAGO MJOSA,1988-09-20,,,,,,,,,,,,,0.462,,,,,,,0.0135,,,,,,,,,,,,,,,,,7.11
LAGO MJOSA,1988-10-11,,,,,,,,,,,,,0.523,,,,,,,0.008,,,,,,,,,,,,,,,,,7.15
LAGO MJOSA,1988-10-25,,,,,,,,,,,,,0.535,,,,,,,0.0065,,,,,,,,,,,,,,,,,7.18
LAGO MJOSA,1989-04-12,,,,,,,,0.09,,,,,0.548,,,,,,,0.0075,,,,,,2.45,,,,,,,,,,,4.0
LAGO MJOSA,1989-05-18,0.001,,,,,,,0.104,,,,,0.6,,,,,,,0.0075,,,,,,1.45,,,,,,,,13.0,,3.8,7.0
LAGO MJOSA,1989-06-06,0.0009,,,,,,,0.089,,,,,0.486,,,,,,,0.014,,,,,,,,,,,,,,8.5,,7.2,6.9
LAGO MJOSA,1989-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,
LAGO MJOSA,1989-06-21,0.0026,,,,,,,0.063,,,,,0.452,,,,,,,0.01,,,,,,,,,,,,,,6.3,,,7.4
LAGO MJOSA,1989-07-04,0.0031,,,,,,,0.067,,,,,0.517,,,,,,,0.0145,,,,,,,,,,,,,,5.3,,16.3,7.3
LAGO MJOSA,1989-07-19,0.0029,,,,,,,0.049,,,,,0.372,,,,,,,0.012,,,,,,,,,,,,,,6.4,,12.7,7.1
LAGO MJOSA,1989-08-03,0.0027,,,,,,,0.057,,,,,0.37,,,,,,,0.009,,,,,,,,,,,,,,7.5,,13.7,7.1
LAGO MJOSA,1989-08-06,0.0018,,,,,,,0.067,,,,,0.399,,,,,,,0.0125,,,,,,,,,,,,,,9.4,,,7.2
LAGO MJOSA,1989-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,
LAGO MJOSA,1989-08-28,0.0038,,,,,,,0.065,,,,,0.419,,,,,,,0.0125,,,,,,,,,,,,,,7.1,,14.4,7.3
LAGO MJOSA,1989-09-13,0.0028,,,,,,,0.061,,,,,0.382,,,,,,,0.01,,,,,,,,,,,,,,8.8,,13.3,7.2
LAGO MJOSA,1989-09-27,0.0028,,,,,,,0.068,,,,,0.402,,,,,,,0.0095,,,,,,,,,,,,,,10.2,,12.3,7.0
LAGO MJOSA,1989-10-12,0.0024,,,,,,,0.072,,,,,0.487,,,,,,,0.0065,,,,,,,,,,,,,,10.7,,9.8,7.0
LAGO MJOSA,1989-10-24,0.002,,,,,,,0.076,,,,,0.445,,,,,,,0.0065,,,,,,,,,,,,,,12.1,,9.1,6.6
LAGO MJOSA,1990-03-27,,,,,,,,0.098,,,,,0.492,,,,,,,0.006,,,,,,1.81,,,,,,,,,,,7.1
LAGO MJOSA,1990-05-15,0.0021,,,,,,,0.098,,,,,0.506,,,,,,,0.006,,,,,,1.88,,,,,,,,9.5,,4.1,7.1
LAGO MJOSA,1990-06-13,0.0025,,,,,,,0.081,,,,,0.477,,,,,,,0.008,,,,,,,,,,,,,,8.4,,14.1,7.3
LAGO MJOSA,1990-06-25,0.0026,,,,,,,0.078,,,,,0.489,,,,,,,0.007,,,,,,,,,,,,,,7.7,,10.3,7.2
LAGO MJOSA,1990-07-09,0.0028,,,,,,,0.056,,,,,0.375,,,,,,,0.012,,,,,,,,,,,,,,8.0,,13.4,7.1
LAGO MJOSA,1990-07-25,0.0035,,,,,,,0.037,,,,,0.302,,,,,,,0.009,,,,,,,,,,,,,,7.5,,15.2,7.1
LAGO MJOSA,1990-08-09,0.0024,,,,,,,0.052,,,,,0.345,,,,,,,0.006,,,,,,,,,,,,,,9.0,,14.9,7.1
LAGO MJOSA,1990-08-20,0.0031,,,,,,,0.051,,,,,0.327,,,,,,,0.006,,,,,,,,,,,,,,8.3,,15.0,7.1
LAGO MJOSA,1990-09-04,0.0023,,,,,,,0.06,,,,,0.353,,,,,,,0.006,,,,,,,,,,,,,,9.9,,13.0,7.1
LAGO MJOSA,1990-09-18,0.002,,,,,,,0.051,,,,,0.32,,,,,,,0.007,,,,,,,,,,,,,,10.5,,12.8,7.2
LAGO MJOSA,1990-10-01,0.0025,,,,,,,0.059,,,,,0.33,,,,,,,0.007,,,,,,,,,,,,,,10.5,,10.8,7.1
LAGO MJOSA,1990-10-22,0.0024,,,,,,,0.068,,,,,0.36,,,,,,,0.006,,,,,,,,,,,,,,12.0,,9.0,7.0
LAGO MJOSA,1991-05-28,0.0007,,,,,,,0.094,,,,,0.55,,,,,,,0.0065,,,,,,1.34,,,,,,,,13.8,,5.0,6.9
LAGO MJOSA,1991-06-07,0.0019,,,,,,,0.091,,,,,0.561,,,,,,,0.0087,,,,,,,,,,,,,,9.7,,7.5,6.9
LAGO MJOSA,1991-06-20,0.0024,,,,,,,0.088,,,,,0.524,,,,,,,0.0078,,,,,,,,,,,,,,10.7,,8.9,7.1
LAGO MJOSA,1991-07-01,0.0028,,,,,,,0.078,,,,,0.483,,,,,,,0.0074,,,,,,,,,,,,,,7.0,,12.3,7.0
LAGO MJOSA,1991-07-25,0.0033,,,,,,,0.051,,,,,0.394,,,,,,,0.0083,,,,,,,,,,,,,,7.0,,16.5,7.3
LAGO MJOSA,1991-08-07,0.003,,,,,,,0.056,,,,,0.42,,,,,,,0.0076,,,,,,,,,,,,,,8.0,,16.0,7.3
LAGO MJOSA,1991-08-21,0.0026,,,,,,,0.054,,,,,0.35,,,,,,,0.0058,,,,,,,,,,,,,,8.5,,16.7,7.2
LAGO MJOSA,1991-09-04,0.0033,,,,,,,0.043,,,,,0.327,,,,,,,0.0053,,,,,,,,,,,,,,7.7,,16.5,7.2
LAGO MJOSA,1991-09-19,0.0051,,,,,,,0.06,,,,,0.427,,,,,,,0.0051,,,,,,,,,,,,,,8.5,,12.0,7.1
LAGO MJOSA,1991-10-08,0.0054,,,,,,,0.071,,,,,0.455,,,,,,,0.0044,,,,,,,,,,,,,,8.8,,9.5,6.9
LAGO MJOSA,1991-11-04,0.0026,,,,,,,0.075,,,,,0.425,,,,,,,0.0058,,,,,,,,,,,,,,11.3,,7.3,6.6
LAGO MJOSA,1992-03-31,,,,,,,,0.091,,,,,0.532,,,,,,,0.004,,,,,,1.52,,,,,,,,,,,6.95
LAGO MJOSA,1992-05-21,0.0002,,,,,,,0.098,,,,,0.528,,,,,,,0.0039,,,,,,1.63,,,,,,,,12.0,,4.6,6.8
LAGO MJOSA,1992-06-09,0.0033,,,,,,,0.073,,,,,0.878,,,,,,,0.0057,,,,,,,,,,,,,,7.3,,17.6,7.1
LAGO MJOSA,1992-06-22,0.0017,,,,,,,0.056,,,,,0.379,,,,,,,0.0076,,,,,,,,,,,,,,6.5,,12.0,6.9
LAGO MJOSA,1992-07-08,0.0023,,,,,,,0.059,,,,,0.412,,,,,,,0.0056,,,,,,,,,,,,,,8.1,,13.0,7.0
LAGO MJOSA,1992-07-20,0.0022,,,,,,,0.062,,,,,0.465,,,,,,,0.0043,,,,,,,,,,,,,,7.6,,14.4,6.9
LAGO MJOSA,1992-08-03,0.0041,,,,,,,0.053,,,,,0.406,,,,,,,0.0061,,,,,,,,,,,,,,7.3,,4.5,7.0
LAGO MJOSA,1992-08-19,0.0045,,,,,,,0.052,,,,,0.426,,,,,,,0.0039,,,,,,,,,,,,,,6.2,,14.6,6.9
LAGO MJOSA,1992-09-02,0.0045,,,,,,,0.05,,,,,0.423,,,,,,,0.0043,,,,,,,,,,,,,,7.9,,14.0,7.1
LAGO MJOSA,1992-09-21,0.0035,,,,,,,0.055,,,,,0.379,,,,,,,0.0034,,,,,,,,,,,,,,8.8,,11.6,7.2
LAGO MJOSA,1992-10-07,0.0029,,,,,,,0.054,,,,,0.363,,,,,,,0.0039,,,,,,,,,,,,,,10.5,,10.8,6.8
LAGO MJOSA,1992-11-04,0.0011,,,,,,,0.074,,,,,0.456,,,,,,,0.0028,,,,,,,,,,,,,,13.5,,6.1,6.6
LAGO MJOSA,1993-03-27,,,,,,,,0.093,,,,,0.513,,,,,,,0.0037,,,,,,1.62,,,,,,,,,,,7.0
LAGO MJOSA,1993-05-21,0.0002,,,,,,,0.094,,,,,0.56,,,,,,,0.0043,,,,,,2.2,,,,,,,,16.6,,3.7,6.92
LAGO MJOSA,1993-06-07,0.0021,,,,,,,0.079,,,,,0.521,,,,,,,0.006,,,,,,,,,,,,,,9.8,,7.9,7.05
LAGO MJOSA,1993-06-21,0.002,,,,,,,0.07,,,,,0.469,,,,,,,0.0058,,,,,,,,,,,,,,9.1,,10.2,7.19
LAGO MJOSA,1993-07-06,0.0023,,,,,,,0.057,,,,,0.383,,,,,,,0.0043,,,,,,,,,,,,,,9.5,,13.0,7.26
LAGO MJOSA,1993-07-18,0.0025,,,,,,,0.07,,,,,0.44,,,,,,,0.0056,,,,,,,,,,,,,,9.0,,13.5,7.13
LAGO MJOSA,1993-08-01,0.0033,,,,,,,0.068,,,,,0.427,,,,,,,0.0066,,,,,,,,,,,,,,8.5,,13.3,7.15
LAGO MJOSA,1993-08-20,0.0032,,,,,,,0.056,,,,,0.387,,,,,,,0.006,,,,,,,,,,,,,,6.5,,13.5,6.9
LAGO MJOSA,1993-09-02,0.0019,,,,,,,0.055,,,,,0.478,,,,,,,0.0048,,,,,,,,,,,,,,7.9,,9.1,7.0
LAGO MJOSA,1993-09-13,0.0026,,,,,,,0.057,,,,,0.418,,,,,,,0.006,,,,,,,,,,,,,,9.0,,12.2,6.83
LAGO MJOSA,1993-09-29,0.002,,,,,,,0.062,,,,,0.418,,,,,,,0.0065,,,,,,,,,,,,,,10.1,,10.6,6.93
LAGO MJOSA,1993-10-15,0.0018,,,,,,,0.07,,,,,0.49,,,,,,,0.0039,,,,,,,,,,,,,,8.7,,9.0,6.87
LAGO MJOSA,1993-10-26,0.0015,,,,,,,0.076,,,,,0.505,,,,,,,0.0035,,,,,,,,,,,,,,10.4,,,7.02
LAGO MJOSA,1994-03-31,,,,,,,,0.092,,,,,0.531,,,,,,,0.0055,,,,,,2.1,,,,,,,,,,,6.86
LAGO MJOSA,1994-05-24,0.0004,,,,,,,0.093,,,,,0.528,,,,,,,0.0055,,,,,,1.5,,,,,,,,16.1,,4.0,6.82
LAGO MJOSA,1994-06-07,0.0026,,,,,,,0.088,,,,,0.547,,,,,,,0.0065,,,,,,,,,,,,,,8.0,,6.7,7.2
LAGO MJOSA,1994-06-27,0.0017,,,,,,,0.085,,,,,0.523,,,,,,,0.0049,,,,,,,,,,,,,,9.0,,8.5,7.0
LAGO MJOSA,1994-07-12,0.0024,,,,,,,0.077,,,,,0.487,,,,,,,0.0065,,,,,,,,,,,,,,6.3,,12.2,7.3
LAGO MJOSA,1994-07-25,0.0026,,,,,,,0.058,,,,,0.424,,,,,,,0.0057,,,,,,,,,,,,,,6.4,,19.3,7.2
LAGO MJOSA,1994-08-08,0.0023,,,,,,,0.048,,,,,0.351,,,,,,,0.0065,,,,,,,,,,,,,,7.4,,19.6,7.0
LAGO MJOSA,1994-08-23,0.0022,,,,,,,0.052,,,,,0.387,,,,,,,0.0057,,,,,,,,,,,,,,9.0,,15.8,7.0
LAGO MJOSA,1994-09-08,0.003,,,,,,,0.052,,,,,0.39,,,,,,,0.0065,,,,,,,,,,,,,,9.5,,14.6,7.1
LAGO MJOSA,1994-09-22,0.0021,,,,,,,0.062,,,,,0.384,,,,,,,0.0049,,,,,,,,,,,,,,10.5,,12.0,7.0
LAGO MJOSA,1994-10-10,0.0022,,,,,,,0.071,,,,,0.423,,,,,,,0.0049,,,,,,,,,,,,,,10.6,,9.0,7.0
LAGO MJOSA,1994-10-31,0.0014,,,,,,,0.077,,,,,0.459,,,,,,,0.0057,,,,,,,,,,,,,,12.8,,7.6,7.2
LAGO MJOSA,1995-04-13,,,,,,,,0.094,,,,,0.506,,,,,,,0.0044,,,,,,,,,,,,,,15.5,,3.0,
LAGO MJOSA,1995-05-22,0.0002,,,,,,,0.093,,,,,0.489,,,,,,,0.0037,,,,,,,,,,,,,,16.5,,3.5,7.2
LAGO MJOSA,1995-06-06,0.0003,,,,,,,0.094,,,,,0.511,,,,,,,0.0038,,,,,,,,,,,,,,,,4.4,
LAGO MJOSA,1995-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
LAGO MJOSA,1995-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,
LAGO MJOSA,1995-06-19,0.0015,,,,,,,0.084,,,,,0.516,,,,,,,0.0094,,,,,,,,,,,,,,9.7,,9.0,6.8
LAGO MJOSA,1995-06-28,0.002,,,,,,,0.077,,,,,0.493,,,,,,,0.0101,,,,,,,,,,,,,,,,18.0,
LAGO MJOSA,1995-07-06,0.0013,,,,,,,0.088,,,,,0.557,,,,,,,0.0077,,,,,,,,,,,,,,4.8,,7.8,7.1
LAGO MJOSA,1995-07-18,0.004,,,,,,,0.074,,,,,0.544,,,,,,,0.0085,,,,,,,,,,,,,,5.5,,13.5,7.0
LAGO MJOSA,1995-08-02,0.0024,,,,,,,0.065,,,,,0.481,,,,,,,0.0051,,,,,,,,,,,,,,7.6,,19.6,7.1
LAGO MJOSA,1995-08-17,0.0038,,,,,,,0.059,,,,,0.419,,,,,,,0.0057,,,,,,,,,,,,,,7.5,,10.2,7.1
LAGO MJOSA,1995-09-06,0.0023,,,,,,,0.056,,,,,0.39,,,,,,,0.0057,,,,,,,,,,,,,,10.2,,14.8,7.0
LAGO MJOSA,1995-09-18,0.0045,,,,,,,0.06,,,,,0.49,,,,,,,0.0049,,,,,,,,,,,,,,9.0,,13.2,7.0
LAGO MJOSA,1995-10-09,0.0043,,,,,,,0.065,,,,,0.471,,,,,,,0.0042,,,,,,,,,,,,,,8.6,,10.0,6.9
LAGO MJOSA,1995-10-26,0.0023,,,,,,,0.074,,,,,0.473,,,,,,,0.0031,,,,,,,,,,,,,,11.3,,8.1,6.9
LAGO MJOSA,1996-04-09,,,,,,,,0.097,,,,,0.508,,,,,,,0.0031,,,,,,,,,,,,,,,,,
LAGO MJOSA,1996-05-24,0.0005,,,,,,,0.09,,,,,0.468,,,,,,,0.0061,,,,,,,,,,,,,,13.5,,4.0,6.96
LAGO MJOSA,1996-06-12,0.0018,,,,,,,0.088,,,,,0.501,,,,,,,0.0068,,,,,,,,,,,,,,10.8,,6.8,7.15
LAGO MJOSA,1996-06-25,0.0016,,,,,,,0.08,,,,,0.46,,,,,,,0.0052,,,,,,,,,,,,,,9.0,,9.8,7.08
LAGO MJOSA,1996-07-08,0.0025,,,,,,,0.067,,,,,0.483,,,,,,,0.0075,,,,,,,,,,,,,,7.6,,11.0,7.03
LAGO MJOSA,1996-07-24,0.0022,,,,,,,0.072,,,,,0.497,,,,,,,0.0077,,,,,,,,,,,,,,8.9,,13.5,7.12
LAGO MJOSA,1996-08-05,0.002,,,,,,,0.081,,,,,0.428,,,,,,,0.0077,,,,,,,,,,,,,,8.3,,16.2,7.11
LAGO MJOSA,1996-08-22,0.0029,,,,,,,0.068,,,,,0.439,,,,,,,0.0077,,,,,,,,,,,,,,9.0,,16.5,7.12
LAGO MJOSA,1996-09-07,0.0056,,,,,,,0.056,,,,,0.42,,,,,,,0.0075,,,,,,,,,,,,,,7.0,,16.2,7.12
