Water Body,Sample Date,Chl_a,DIN,DKN,NH3N,NH4N,NOxN,NO2N,NO3N,PN,PON,TDN,TKN,TN,TON,DON,DIP,DRP,TDP,TIP,TP,TRP,TPP,BOD,COD,O2_Dis,PV,TDS,TS,TSS,FDS,FS,VDS,VS,TRANS,TURB,TEMP,pH
LAGO MAZAIS BALTEZERS,2015-10-21,,,,,,,0.0164225,0.106248,,,,,0.82,,,0.137979,,0.097,,,,,1.4,,9.2,,,,2.2,,,,,2.2,,8.9,8.04
LAGO MAZAIS BALTEZERS,2015-11-25,,,,,,,0.0164225,0.61978,,,,,0.81,,,0.1134494,,0.071,,,,,,,9.7,,,,,,,,,2.3,,4.3,7.86
LAGO MAZAIS BALTEZERS,2015-12-16,,,,,0.13,,0.0164225,0.92967,,,,,0.85,,,0.1042508,,0.068,,,,,,,12.0,,,,,,,,,3.4,,3.5,8.14
LAGO MAZAIS BALTEZERS,2016-01-19,,,,,0.174128814288,,0.008010974328,0.525620896651,,,,,1.1,,,0.032,,,,0.058,,,0.9,,10.8,,,,,,,,,,,0.2,8.38
LAGO MAZAIS BALTEZERS,2016-04-27,0.0046,,,,0.122090318064,,0.00440603588,0.569589184584,,,,,1.03,,,0.01,,,,0.042,,,0.9,,10.7,,,,2.4,,,,,2.8,,8.9,8.11
LAGO MAZAIS BALTEZERS,2016-05-26,0.0171,,,,0.13009624056,,0.001802469224,0.115916395459,,,,,0.79,,,0.0027,,,,0.062,,,3.7,,11.3,,,,4.2,,,,,2.0,,18.6,8.62
LAGO MAZAIS BALTEZERS,2016-06-27,0.0171,,,,,,0.007009602537,0.05795819773,,,,,1.09,,,0.029,,,,0.068,,,2.3,,9.7,,,,2.6,,,,,1.6,,23.9,8.45
LAGO MAZAIS BALTEZERS,2016-07-26,0.0108,,,,0.122090318064,,0.000731001407,0.10792216129,,,,,0.52,,,0.014,,,,0.063,,,2.6,,12.3,,,,2.2,,,,,1.7,,24.7,8.74
LAGO MAZAIS BALTEZERS,2016-08-10,0.0065,,,,0.122090318064,,0.002403292298,0.019985585424,,,,,0.77,,,0.081,,,,0.134,,,1.6,,6.8,,,,2.7,,,,,2.0,,20.3,8.07
LAGO MAZAIS BALTEZERS,2016-09-07,0.0165,,,,0.122090318064,,0.00450617306,0.15788612485,,,,,0.86,,,0.077,,,,0.135,,,2.6,,7.5,,,,3.2,,,,,1.8,,18.7,7.94
LAGO MAZAIS BALTEZERS,2016-10-26,,,,,0.17012585304,,0.009312757656,0.214845043308,,,,,1.05,,,0.065,,,,0.089,,,0.9,,11.6,,,,2.1,,,,,3.0,,5.0,8.19
LAGO MAZAIS BALTEZERS,2016-11-30,,,,,0.132097721184,,0.007610425612,0.459668464752,,,,,1.18,,,0.047,,,,0.078,,,0.9,,12.9,,,,2.1,,,,,2.1,,1.9,8.41
LAGO MAZAIS BALTEZERS,2016-12-20,,,,,0.17012585304,,0.008211248686,0.619553148144,,,,,1.34,,,0.037,,,,0.05,,,1.4,,13.0,,,,2.1,,,,,3.5,,0.8,7.95
LAGO MAZAIS BALTEZERS,2017-01-20,,,,,0.122090318064,,0.009913580731,1.159163954592,,,,,1.9,,,0.031,,,,0.057,,,1.13,,6.5,,,,2.1,,,,,,,0.8,7.41
LAGO MAZAIS BALTEZERS,2017-02-16,,,,,0.122090318064,,0.009613169194,0.44967567204,,,,,2.1,,,0.028,,,,0.061,,,2.2,,12.8,,,,2.1,,,,,,,0.8,7.77
LAGO MAZAIS BALTEZERS,2017-03-28,,,,,0.122090318064,,0.002603566657,0.619553148144,,,,,1.29,,,0.009,,,,0.056,,,2.1,,12.1,,,,2.6,,,,,1.5,,3.7,7.92
LAGO MAZAIS BALTEZERS,2017-04-18,0.029,,,,0.122090318064,,0.002503429477,0.2498198178,,,,,1.09,,,0.004,,,,0.049,,,2.5,,13.3,,,,4.1,,,,,1.5,,6.6,8.54
LAGO MAZAIS BALTEZERS,2017-05-18,0.019,,,,,,0.004606310239,,,,,,0.76,,,0.003,,,,0.031,,,2.4,,12.6,,,,3.4,,,,,1.4,,14.0,8.66
LAGO MAZAIS BALTEZERS,2017-06-21,0.0085,,,,0.122090318064,,0.001231687303,0.019985585424,,,,,0.6,,,0.009,,,,0.048,,,1.7,,7.8,,,,2.7,,,,,1.55,,19.9,8.12
LAGO MAZAIS BALTEZERS,2017-07-27,0.034,,,,0.122090318064,,0.000781069997,0.051962522102,,,,,0.65,,,0.003,,,,0.076,,,3.2,,9.6,,,,4.1,,,,,1.4,,20.9,8.29
LAGO MAZAIS BALTEZERS,2017-08-21,0.025,,,,0.122090318064,,0.00110150897,0.063953873357,,,,,0.77,,,0.022,,,,0.074,,,1.2,,9.4,,,,3.7,,,,,1.5,,21.1,8.12
LAGO MAZAIS BALTEZERS,2017-09-20,0.0134,,,,0.122090318064,,0.004105624343,0.023682918727,,,,,0.7,,,0.054,,,,0.097,,,0.97,,8.9,,,,4.3,,,,,1.5,,15.1,8.05
LAGO MAZAIS BALTEZERS,2017-10-09,,,,,0.122090318064,,0.004906721776,0.167878917562,,,,,0.82,,,0.047,,,,0.076,,,0.98,,9.2,,,,2.3,,,,,2.2,,11.0,7.63
LAGO MAZAIS BALTEZERS,2017-11-08,,,,,0.122090318064,,0.008611797403,0.152889728494,,,,,1.01,,,0.044,,,,0.078,,,1.04,,11.0,,,,2.1,,,,,2.5,,5.3,6.57
LAGO MAZAIS BALTEZERS,2017-12-06,,,,,0.122090318064,,0.01982621634,0.279798195936,,,,,1.29,,,0.044,,,,0.067,,,1.15,,13.0,,,,2.1,,,,,2.1,,2.2,8.11
LAGO MAZAIS BALTEZERS,2018-01-25,,,,,0.03300393096,,0.003104252552,0.6995270926,,,,,1.71,,,,,,0.041,0.051,,,1.01,,13.8,,,,0.7,,,,,,,1.6,7.84
LAGO MAZAIS BALTEZERS,2018-02-20,,,,,0.03300393096,,0.001692318327,0.75948655768,,,,,1.61,,,,,,0.038,0.067,,,1.13,,12.1,,,,1.2,,,,,,,1.0,7.61
LAGO MAZAIS BALTEZERS,2018-03-13,,,,,0.100011912,,0.003004115373,0.4496959881,,,,,1.25,,,,,,0.016,0.032,,,1.4,,11.6,,,,1.4,,,,,,,2.1,6.43
LAGO MAZAIS BALTEZERS,2018-04-17,,,,,0.03300393096,,0.003905349985,0.63956762752,,,,,1.28,,,,,,0.008,0.057,,,3.2,,12.5,,,,4.8,,,,,1.6,,9.4,8.18
LAGO MAZAIS BALTEZERS,2018-05-30,0.0134,,,,0.01400166768,,0.000771056279,0.032977705794,,,,,0.56,,,,,,0.0036,0.022,,,2.7,,11.2,,,,3.3,,,,,1.7,,23.5,8.4
LAGO MAZAIS BALTEZERS,2018-06-19,0.02,,,,0.01400166768,,0.00110150897,0.005995946508,,,,,0.72,,,,,,0.01,0.072,,,3.3,,9.5,,,,3.6,,,,,1.7,,21.4,8.19
LAGO MAZAIS BALTEZERS,2018-07-25,0.076,,,,0.03300393096,,0.000751028843,0.020985812778,,,,,0.93,,,,,,0.004,0.098,,,4.7,,13.9,,,,12.0,,,,,0.8,,25.7,9.0
LAGO MAZAIS BALTEZERS,2018-08-13,0.06,,,,0.1200142944,,0.00450617306,0.01998648836,,,,,1.45,,,,,,0.092,0.2,,,3.6,,6.6,,,,14.0,,,,,0.9,,21.2,8.13
LAGO MAZAIS BALTEZERS,2018-09-18,0.03,,,,0.25002978,,0.017023320447,0.107927037144,,,,,1.36,,,,,,0.087,0.159,,,2.3,,7.3,,,,3.6,,,,,1.5,,17.0,7.56
LAGO MAZAIS BALTEZERS,2018-10-23,,,,,0.1900226328,,0.014119342253,0.072950682514,,,,,1.19,,,,,,0.041,0.085,,,1.4,,8.1,,,,2.5,,,,,2.5,,9.7,8.44
LAGO MAZAIS BALTEZERS,2018-11-21,,,,,0.1700202504,,0.014319616611,0.166887177806,,,,,1.14,,,,,,0.034,0.068,,,1.08,,10.8,,,,1.8,,,,,3.2,,5.0,7.7
LAGO MAZAIS BALTEZERS,2019-01-16,,,,,0.12901536648,,0.016422497372,0.3497635463,,,,,1.11,,,0.031,,,,0.059,,,1.7,,10.1,,,,2.1,,,,,,,0.6,7.43
LAGO MAZAIS BALTEZERS,2019-02-25,,,,,0.3300393096,,0.012417010208,0.999324418,,,,,1.83,,,0.0052,,,,0.062,,,1.6,,11.7,,,,5.1,,,,,,,2.5,7.32
LAGO MAZAIS BALTEZERS,2019-03-19,,,,,0.07900941048,,0.004706447418,0.90938522038,,,,,1.51,,,0.0036,,,,0.046,,,2.4,,12.9,,,,3.9,,,,,1.2,,3.0,7.83
LAGO MAZAIS BALTEZERS,2019-04-16,0.0073,,,,0.0200023824,,0.003404664089,0.61958113916,,,,,1.32,,,0.0037,,,,0.038,,,1.2,,11.4,,,,2.2,,,,,1.7,,8.2,7.72
LAGO MAZAIS BALTEZERS,2019-05-22,0.0124,,,,0.10601262672,,0.006008230746,0.112923659234,,,,,0.74,,,0.0048,,,,0.032,,,1.9,,13.0,,,,2.2,,,,,1.4,,20.7,8.78
LAGO MAZAIS BALTEZERS,2019-06-12,0.021,,,,0.06100726632,,0.001261728457,0.030979056958,,,,,0.79,,,0.0036,,,,0.052,,,3.1,,10.6,,,,5.2,,,,,1.4,,23.0,8.71
LAGO MAZAIS BALTEZERS,2019-07-10,0.018,,,,0.06200738544,,0.001031412945,0.115921632488,,,,,0.62,,,0.023,,,,0.089,,,2.6,,9.8,,,,4.9,,,,,1.5,,18.7,8.38
LAGO MAZAIS BALTEZERS,2019-08-19,0.021,,,,0.0200023824,,0.00062085051,0.13990541852,,,,,0.71,,,0.026,,,,0.081,,,2.2,,10.3,,,,4.5,,,,,1.5,,21.0,8.52
LAGO MAZAIS BALTEZERS,2019-10-24,,,,,0.1400166768,,0.005407407671,0.051964869736,,,,,0.92,,,0.047,,,,0.075,,,1.06,,9.3,,,,2.1,,,,,2.2,,11.0,7.77
LAGO MAZAIS BALTEZERS,2019-11-26,,,,,0.2300273976,,0.010113855089,0.201863532436,,,,,1.05,,,0.038,,,,0.075,,,2.6,,11.5,,,,2.1,,,,,1.9,,3.9,7.31
LAGO MAZAIS BALTEZERS,2019-12-12,,,,,0.2200262064,,0.000931275766,0.38973652302,,,,,1.24,,,0.035,,,,0.062,,,0.91,,12.5,,,,2.1,,,,,2.6,,2.3,8.0
LAGO MAZAIS BALTEZERS,2020-01-16,,,,,0.17005131,,0.0260365812,0.75959491,,,,,1.71,,,0.034,,,,0.059,,,1.11,,12.3,,,,2.1,,,,,1.6,,3.0,8.29
LAGO MAZAIS BALTEZERS,2020-02-11,,,,,0.099002475,,0.0127134126,0.949437204,,,,,1.84,,,0.029,,,,0.058,,,1.05,,12.0,,,,2.5,,,,,1.4,,2.3,8.49
LAGO MAZAIS BALTEZERS,2020-03-11,,,,,0.058003803,,0.0126219492,1.049211632,,,,,1.9,,,0.024,,,,0.05,,,0.98,,11.3,,,,2.1,,,,,2.5,,4.3,7.87
LAGO MAZAIS BALTEZERS,2020-04-23,0.0026,,,,0.020033442,,0.0080182914,0.859369338,,,,,1.72,,,0.0046,,,,0.059,,,2.8,,12.7,,,,3.4,,,,,1.4,,11.0,6.91
LAGO MAZAIS BALTEZERS,2020-05-12,0.0026,,,,0.071980623,,0.0071951208,0.499775076,,,,,1.3,,,0.0036,,,,0.043,,,1.5,,10.0,,,,3.9,,,,,1.6,,11.8,8.29
LAGO MAZAIS BALTEZERS,2020-06-10,0.0115,,,,0.095974164,,0.0092073156,0.112867,,,,,1.01,,,0.0062,,,,0.047,,,2.3,,10.2,,,,3.1,,,,,1.75,,18.6,8.23
LAGO MAZAIS BALTEZERS,2020-07-08,0.007,,,,0.026012415,,0.0028048776,0.020993262,,,,,0.73,,,0.0139,,,,0.054,,,2.3,,8.4,,,,2.7,,,,,1.6,,19.7,7.72
LAGO MAZAIS BALTEZERS,2020-08-18,0.088,,,,0.42008109,,0.0162195096,0.093905344,,,,,1.6,,,0.137,,,,0.149,,,8.0,,15.8,,,,12.9,,,,,0.7,,22.8,8.42
LAGO MAZAIS BALTEZERS,2020-09-15,0.0177,,,,0.019024005,,0.001676829,0.048984278,,,,,0.64,,,0.021,,,,0.074,,,2.3,,11.6,,,,3.9,,,,,1.5,,17.0,8.49
LAGO MAZAIS BALTEZERS,2020-10-15,,,,,0.300035736,,0.0008536584,0.0225734,,,,,0.99,,,0.074,,,,0.114,,,2.3,,7.8,,,,3.3,,,,,2.0,,11.8,8.45
LAGO MAZAIS BALTEZERS,2020-11-12,,,,,0.200023824,,0.0020121948,0.237923636,,,,,1.09,,,0.056,,,,0.076,,,2.3,,8.8,,,,2.1,,,,,3.5,,8.4,7.91
LAGO MAZAIS BALTEZERS,2020-12-14,,,,,0.17005131,,0.0290548734,0.519639668,,,,,1.3,,,0.042,,,,0.073,,,2.3,,11.9,,,,2.3,,,,,1.9,,1.6,8.33
LAGO MAZAIS BALTEZERS,2021-01-19,,,,,0.122996016,,0.01482011958,0.769527206,,,,,1.8,,,0.02,,,,0.057,,,3.2,,13.9,,,,2.7,,,,,,,0.8,7.44
LAGO MAZAIS BALTEZERS,2021-02-16,,,,,0.083006781,,0.00560670642,0.81941442,,,,,1.4,,,0.016,,,,0.036,,,2.7,,11.4,,,,2.1,,,,,,,1.6,7.47
LAGO MAZAIS BALTEZERS,2021-03-15,,,,,0.143029458,,0.0081097548,1.079234254,,,,,1.7,,,0.003,,,,0.038,,,3.2,,15.3,,,,7.4,,,,,,,1.4,7.41
LAGO MAZAIS BALTEZERS,2021-04-20,0.013,,,,0.129052638,,0.00490548702,0.729572288,,,,,1.4,,,0.0049,,,,0.048,,,2.2,,12.5,,,,2.9,,,,,1.6,,9.9,8.26
LAGO MAZAIS BALTEZERS,2021-05-19,0.02,,,,0.073999497,,0.00630792582,0.429797536,,,,,1.2,,,0.0048,,,,0.034,,,1.53,,10.0,,,,2.4,,,,,1.5,,13.8,8.14
LAGO MAZAIS BALTEZERS,2021-06-15,0.0079,,,,0.05202483,,0.01031402274,0.21783331,,,,,0.99,,,0.003,,,,0.04,,,3.1,,7.9,,,,3.8,,,,,1.2,,19.1,8.06
LAGO MAZAIS BALTEZERS,2021-07-21,0.0113,,,,0.067011087,,0.00152134122,0.020993262,,,,,0.76,,,0.028,,,,0.072,,,2.3,,6.7,,,,4.3,,,,,1.5,,23.9,8.14
LAGO MAZAIS BALTEZERS,2021-08-24,0.026,,,,0.04503642,,0.00410670666,0.027991016,,,,,0.66,,,0.0121,,,,0.07,,,2.4,,9.0,,,,7.8,,,,,1.3,,18.3,8.14
LAGO MAZAIS BALTEZERS,2021-09-15,0.0037,,,,0.01863576,,0.0086128035,0.072912082,,,,,0.84,,,0.024,,,,0.078,,,1.51,,8.9,,,,3.8,,,,,1.6,,16.0,8.05
LAGO MAZAIS BALTEZERS,2021-10-20,,,,,0.062041551,,0.00630792582,0.159819672,,,,,0.84,,,0.026,,,,0.048,,,1.3,,10.5,,,,2.1,,,,,2.7,,8.5,7.02
LAGO MAZAIS BALTEZERS,2021-11-11,,,,,0.089995191,,0.00550609668,0.26975213,,,,,0.93,,,0.024,,,,0.04,,,1.3,,11.1,,,,2.1,,,,,2.5,,6.4,8.06
LAGO MAZAIS BALTEZERS,2021-12-15,,,,,0.093023502,,0.00690853548,0.789391798,,,,,1.7,,,0.021,,,,0.041,,,1.3,,13.8,,,,2.1,,,,,,,0.8,8.1
