Water Body,Sample Date,Chl_a,DIN,DKN,NH3N,NH4N,NOxN,NO2N,NO3N,PN,PON,TDN,TKN,TN,TON,DON,DIP,DRP,TDP,TIP,TP,TRP,TPP,BOD,COD,O2_Dis,PV,TDS,TS,TSS,FDS,FS,VDS,VS,TRANS,TURB,TEMP,pH
LAGO KASUMIGAURA,1978-11-29,0.064,,,0.022,,0.159,,,,,,,,,,,0.001,,,0.072,,,,7.7,11.8,,,,15.4,,,,,0.8,,11.9,
LAGO KASUMIGAURA,1978-12-21,0.07,,,0.024,,0.015,,,,,,,,,,,0.001,,,0.062,,,,8.0,,,,,10.0,,,,,0.9,,8.0,
LAGO KASUMIGAURA,1979-01-18,0.064,,,0.026,,0.008,,,,,,,,,,,0.001,,,0.054,,,,,14.4,,,,9.5,,,,,1.1,,4.8,
LAGO KASUMIGAURA,1979-02-28,0.061,,,0.013,,0.005,,,,,,,,,,,0.001,,,0.068,,,,6.6,11.4,,,,15.2,,,,,0.9,,8.6,
LAGO KASUMIGAURA,1979-03-26,0.052,,,0.018,,0.005,,,,,,,,,,,0.001,,,0.072,,,,8.9,13.2,,,,12.9,,,,,1.0,,11.1,
LAGO KASUMIGAURA,1979-04-25,0.117,,,0.017,,0.002,,,,,,,,,,,0.001,,,0.14,,,,9.7,11.5,,,,25.4,,,,,0.6,,16.5,
LAGO KASUMIGAURA,1979-05-09,0.121,,,0.025,,0.002,,,,,,,,,,,0.005,,,0.111,,,,9.1,,,,,19.3,,,,,0.6,,18.4,
LAGO KASUMIGAURA,1979-05-21,0.178,,,0.04,,0.429,,,,,,,,,,,0.001,,,0.107,,,,7.1,14.8,,,,18.6,,,,,0.65,,20.5,
LAGO KASUMIGAURA,1979-06-04,0.176,,,0.03,,0.002,,,,,,,,,,,0.003,,,0.13,,,,10.5,,,,,24.9,,,,,0.5,,23.2,
LAGO KASUMIGAURA,1979-06-21,0.234,,,0.033,,0.002,,,,,,,,,,,0.023,,,0.249,,,,,6.7,,,,58.1,,,,,0.35,,26.2,
LAGO KASUMIGAURA,1979-07-09,0.227,,,0.043,,0.014,,,,,,,,,,,0.052,,,0.306,,,,14.1,,,,,36.2,,,,,0.4,,26.5,
LAGO KASUMIGAURA,1979-07-25,0.155,,,0.085,,0.004,,,,,,,,,,,0.011,,,0.174,,,,15.5,16.0,,,,27.6,,,,,0.6,,28.5,
LAGO KASUMIGAURA,1979-08-06,0.11,,,0.023,,0.002,,,,,,,,,,,0.032,,,0.18,,,,17.2,,,,,23.7,,,,,0.7,,29.5,
LAGO KASUMIGAURA,1979-08-16,0.106,,,0.024,,0.017,,,,,,,,,,,0.092,,,0.227,,,,11.6,7.6,,,,37.1,,,,,0.5,,28.5,
LAGO KASUMIGAURA,1979-09-03,0.144,,,0.013,,0.006,,,,,,,,,,,0.07,,,0.24,,,,9.2,,,,,35.9,,,,,0.45,,25.3,
LAGO KASUMIGAURA,1979-09-18,0.097,,,0.292,,0.103,,,,,,,,,,,0.04,,,0.213,,,,12.4,6.7,,,,41.3,,,,,0.4,,24.3,
LAGO KASUMIGAURA,1979-10-08,0.107,,,0.03,,0.463,,,,,,,,,,,0.001,,,0.108,,,,9.2,,,,,26.5,,,,,0.75,,19.9,
LAGO KASUMIGAURA,1979-10-24,0.096,,,0.047,,0.89,,,,,,,,,,,0.001,,,0.12,,,,6.5,9.8,,,,23.3,,,,,0.5,,19.1,
LAGO KASUMIGAURA,1979-11-05,0.165,,,0.068,,0.862,,,,,,,,,,,0.006,,,0.138,,,,7.9,,,,,20.6,,,,,0.7,,17.9,
LAGO KASUMIGAURA,1979-11-22,0.1,,,0.02,,0.543,,,,,,,,,,,0.001,,,0.084,,,,3.5,10.6,,,,14.3,,,,,0.65,,13.2,
LAGO KASUMIGAURA,1979-12-03,0.076,,,0.033,,0.738,,,,,,,,,,,0.001,,,0.079,,,,,,,,,13.8,,,,,0.9,,11.4,
LAGO KASUMIGAURA,1979-12-20,0.06,,,0.029,,0.516,,,,,,,,,,,0.001,,,0.066,,,,4.3,6.1,,,,10.9,,,,,1.0,,8.4,
LAGO KASUMIGAURA,1980-01-07,0.062,,,0.019,,0.024,,,,,,,,,,,0.001,,,0.062,,,,4.3,,,,,11.0,,,,,1.0,,7.1,
LAGO KASUMIGAURA,1980-01-23,0.061,,,0.029,,0.257,,,,,,,,,,,0.002,,,0.06,,,,6.1,8.2,,,,10.9,,,,,0.7,,4.0,
LAGO KASUMIGAURA,1980-02-04,0.08,,,0.035,,0.146,,,,,,,,,,,0.004,,,0.082,,,,6.7,,,,,12.7,,,,,0.95,,5.3,
LAGO KASUMIGAURA,1980-02-25,0.046,,,0.026,,0.104,,,,,,,,,,,0.001,,,0.061,,,,4.9,,,,,10.5,,,,,1.1,,6.5,
LAGO KASUMIGAURA,1980-03-10,0.068,,,0.029,,0.032,,,,,,,,,,,0.004,,,0.068,,,,6.4,,,,,16.7,,,,,0.9,,7.8,
LAGO KASUMIGAURA,1980-03-24,0.076,,,0.028,,0.017,,,,,,,,,,,0.002,,,0.104,,,,8.3,13.4,,,,17.9,,,,,0.9,,8.7,
LAGO KASUMIGAURA,1980-04-08,0.134,,,0.024,,0.157,,,,,,,,,,,0.004,0.016,,0.144,,0.000128,,11.0,,,,,26.1,,,,,0.3,,14.1,
LAGO KASUMIGAURA,1980-04-25,0.146,,,0.034,,0.047,,,,,,,,,,,0.004,0.017,,0.135,,0.000118,,10.0,12.0,,,,22.2,,,,,0.75,,14.2,
LAGO KASUMIGAURA,1980-05-06,0.14,,,0.025,,,,,,,,,,,,,0.004,0.029,,0.13,,0.000101,,12.5,,,,,24.7,,,,,0.4,,18.7,
LAGO KASUMIGAURA,1980-05-19,0.117,,,0.008,,0.011,,,,,,,,,,,0.002,0.016,,0.123,,0.000107,,6.9,9.2,,,,26.0,,,,,0.6,,19.2,
LAGO KASUMIGAURA,1980-06-11,0.048,,,0.229,,0.065,,,,,,,,,,,0.028,0.046,,0.127,,8.1e-05,,4.6,,,,,11.1,,,,,0.55,,24.3,
LAGO KASUMIGAURA,1980-06-23,0.067,,,0.049,,0.043,,,,,,,,,,,0.016,0.032,,0.118,,8.599999999999999e-05,,9.3,6.2,,,,18.2,,,,,0.6,,25.2,
LAGO KASUMIGAURA,1980-07-10,0.138,,,0.174,,0.13,,,,,,,,,,,0.006,0.093,,0.151,,5.8e-05,,9.0,,,,,23.9,,,,,0.45,,22.8,
LAGO KASUMIGAURA,1980-07-21,0.104,,,0.189,,0.202,,,,,,,,,,,0.002,0.023,,0.118,,9.5e-05,,9.2,7.3,,,,22.1,,,,,0.6,,24.2,
LAGO KASUMIGAURA,1980-08-04,0.104,,,0.238,,0.174,,,,,,,,,,,0.012,0.026,,0.16,,0.000134,,7.5,,,,,38.5,,,,,0.4,,22.3,
LAGO KASUMIGAURA,1980-08-16,0.05,,,0.016,,0.001,,,,,,,,,,,0.006,0.025,,0.086,,6.1e-05,,7.2,8.1,,,,15.7,,,,,1.0,,25.8,
LAGO KASUMIGAURA,1980-09-09,0.196,,,0.013,,0.019,,,,,,,,,,,0.029,0.047,,0.222,,0.000175,,13.6,,,,,35.1,,,,,0.4,,25.0,
LAGO KASUMIGAURA,1980-09-24,0.151,,,0.112,,0.011,,,,,,,,,,,0.057,0.063,,0.163,,0.0001,,11.6,6.8,,,,35.5,,,,,0.5,,22.3,
LAGO KASUMIGAURA,1980-10-08,0.141,,,0.013,,0.004,,,,,,,,,,,0.002,0.021,,0.103,,8.2e-05,,9.9,,,,,20.0,,,,,0.6,,20.5,
LAGO KASUMIGAURA,1980-10-23,0.09,,,0.115,,0.046,,,,,,,,,,,0.003,0.013,,0.123,,0.00011,,7.8,9.3,,,,20.7,,,,,0.85,,18.4,8.3
LAGO KASUMIGAURA,1980-11-05,0.148,,,0.002,,0.442,,,,,,,,,,,0.002,0.021,,0.137,,0.000116,,9.0,,,,,24.1,,,,,0.65,,13.3,
LAGO KASUMIGAURA,1980-11-20,0.116,,,0.018,,0.311,,,,,,,,,,,0.001,0.023,,0.088,,6.500000000000001e-05,,9.7,8.2,,,,17.0,,,,,0.8,,12.7,
LAGO KASUMIGAURA,1980-12-08,0.137,,,0.004,,0.354,,,,,,,,,,,0.002,0.018,,0.121,,0.000103,,8.5,,,,,16.1,,,,,0.75,,10.2,
LAGO KASUMIGAURA,1980-12-22,0.134,,,0.005,,0.356,,,,,,,,,,,0.003,0.014,,0.105,,9.1e-05,,8.5,13.3,,,,17.3,,,,,0.7,,5.1,9.2
LAGO KASUMIGAURA,1981-01-13,0.082,,,0.022,,0.423,,,,,,,,,,,0.001,0.01,,0.081,,7.099999999999999e-05,,7.6,,,,,12.5,,,,,0.6,,3.4,
LAGO KASUMIGAURA,1981-01-26,0.032,,,0.082,,0.365,,,,,,,,,,,0.001,0.01,,0.057,,4.7e-05,,6.5,10.9,,,,8.6,,,,,1.2,,2.6,7.4
LAGO KASUMIGAURA,1981-02-10,0.011,,,,,,,,,,,,,,,,,,,0.042,,,,4.7,,,,,3.2,,,,,1.9,,4.9,
LAGO KASUMIGAURA,1981-02-23,0.03,,,0.012,,0.484,,,,,,,,,,,0.004,0.019,,0.059,,4e-05,,4.9,11.5,,,,4.2,,,,,1.2,,4.5,7.3
LAGO KASUMIGAURA,1981-03-17,0.036,,,0.024,,0.237,,,,,,,,,,,0.002,0.019,,0.062,,4.2999999999999995e-05,,4.4,,,,,7.0,,,,,1.1,,8.1,
LAGO KASUMIGAURA,1981-03-30,0.058,,,0.055,,0.058,,,,,,,,,,,0.004,0.021,,0.071,,5e-05,,7.2,11.9,,,,12.5,,,,,1.05,,9.9,8.4
LAGO KASUMIGAURA,1981-04-08,0.038,,,0.033,,0.02,,,,,,,,,,,0.001,0.018,,0.061,,4.2999999999999995e-05,,5.2,,,,,7.1,,,,,1.0,,12.0,
LAGO KASUMIGAURA,1981-04-21,,,,0.021,,0.142,,,,,,,,,,,0.003,0.017,,0.175,,0.000158,,8.4,11.6,,,,21.8,,,,,0.7,,13.8,8.7
LAGO KASUMIGAURA,1981-05-11,0.101,,,0.024,,0.086,,,,,,,,,,,0.001,0.011,,0.081,,7.000000000000001e-05,,7.2,9.4,,,,16.8,,,,,0.95,,17.9,8.7
LAGO KASUMIGAURA,1981-05-25,0.13,,,0.024,,0.005,,,,,,,,,0.381,,0.001,0.016,,0.095,,7.9e-05,,8.3,12.3,,,,15.5,,,,,0.75,,19.9,9.6
LAGO KASUMIGAURA,1981-06-08,0.066,,,0.017,,0.002,,,,,,,,,0.366,,0.002,0.023,,0.106,,8.3e-05,,9.3,11.0,,,,19.6,,,,,0.95,,24.5,
LAGO KASUMIGAURA,1981-06-24,0.123,,,0.011,,0.02,,,,,,,,,0.481,,0.002,0.015,,0.112,,9.7e-05,,9.6,13.1,,,,18.0,,,,,0.7,,20.7,9.4
LAGO KASUMIGAURA,1981-07-06,0.092,,,0.03,,0.105,,,,,,,,,0.45,,0.002,0.019,,0.114,,9.5e-05,,9.3,10.7,,,,11.6,,,,,1.1,,22.6,9.1
LAGO KASUMIGAURA,1981-07-20,0.045,,,0.018,,0.009,,,,,,,,,0.51,,0.06,0.08,,0.145,,6.500000000000001e-05,,8.5,9.8,,,,11.8,,,,,1.0,,31.3,9.2
LAGO KASUMIGAURA,1981-08-03,0.069,,,0.016,,0.003,,,,,,,,,0.381,,0.045,0.062,,0.136,,7.4e-05,,11.6,12.4,,,,21.3,,,,,0.55,,30.8,9.4
LAGO KASUMIGAURA,1981-08-17,0.091,,,0.014,,0.003,,,,,,,,,0.53,,0.064,0.083,,0.177,,9.4e-05,,11.3,11.9,,,,35.3,,,,,0.6,,27.1,9.6
LAGO KASUMIGAURA,1981-08-31,0.099,,,0.036,,0.023,,,,,,,,,0.409,,0.05,0.07,,0.196,,0.000126,,11.4,12.3,,,,36.3,,,,,0.75,,27.9,9.1
LAGO KASUMIGAURA,1981-09-07,0.152,,,0.018,,0.018,,,,,,,,,0.507,,0.016,0.034,,0.159,,0.000125,,11.4,12.4,,,,35.7,,,,,0.6,,24.6,9.1
LAGO KASUMIGAURA,1981-09-21,0.089,,,0.017,,0.003,,,,,,,,,0.434,,0.005,0.023,,0.106,,8.3e-05,,8.5,11.9,,,,24.4,,,,,0.8,,21.3,9.4
LAGO KASUMIGAURA,1981-10-05,0.106,,,0.023,,0.002,,,,,,,,,0.373,,0.003,0.016,,0.124,,0.000108,,10.7,12.7,,,,31.6,,,,,,,19.8,9.3
LAGO KASUMIGAURA,1981-10-19,0.1,,,0.015,,0.004,,,,,,,,,0.305,,0.002,0.022,,0.11,,8.8e-05,,8.7,12.4,,,,22.9,,,,,0.9,,18.1,9.8
LAGO KASUMIGAURA,1981-11-09,0.053,,,0.616,,0.72,,,,,,,,,0.002,,0.013,0.018,,0.074,,5.6e-05,,5.4,10.0,,,,14.9,,,,,0.9,,12.3,8.0
LAGO KASUMIGAURA,1981-11-25,0.133,,,0.013,,0.708,,,,,,,,,0.12,,0.001,0.013,,0.083,,7.000000000000001e-05,,6.8,13.8,,,,15.0,,,,,0.8,,9.2,9.5
LAGO KASUMIGAURA,1981-12-07,0.152,,,0.015,,0.51,,,,,,,,,0.524,,0.001,0.012,,0.088,,7.6e-05,,8.7,15.2,,,,17.5,,,,,0.6,,6.4,9.7
LAGO KASUMIGAURA,1981-12-21,0.146,,,0.007,,0.588,,,,,,,,,0.33,,0.002,0.01,,0.073,,6.3e-05,,8.9,15.2,,,,14.4,,,,,0.75,,4.2,9.6
LAGO KASUMIGAURA,1982-01-11,0.085,,,0.014,,0.425,,,,,,,,,0.405,,0.001,0.01,,0.053,,4.2999999999999995e-05,,6.4,12.2,,,,8.9,,,,,1.15,,4.6,8.5
LAGO KASUMIGAURA,1982-01-25,0.024,,,0.011,,0.34,,,,,,,,,0.31,,0.001,0.012,,0.035,,2.3e-05,,5.8,11.5,,,,5.7,,,,,1.0,,3.7,7.0
LAGO KASUMIGAURA,1982-02-08,0.017,,,0.016,,0.514,,,,,,,,,0.313,,0.001,0.013,,0.073,,5.9999999999999995e-05,,,11.4,,,,11.4,,,,,1.3,,2.6,6.9
LAGO KASUMIGAURA,1982-02-22,0.035,,,0.008,,0.414,,,,,,,,,0.299,,0.001,0.009,,0.039,,2.9999999999999997e-05,,3.6,11.0,,,,5.1,,,,,1.5,,5.0,6.9
LAGO KASUMIGAURA,1982-03-08,0.03,,,0.014,,0.361,,,,,,,,,,,0.002,0.015,,0.043,,2.8e-05,,5.2,11.3,,,,3.9,,,,,1.9,,5.9,7.0
LAGO KASUMIGAURA,1982-03-24,,,,0.021,,0.278,,,,,,,,,0.4,,0.005,0.032,,0.07,,3.8e-05,,7.0,13.7,,,,9.1,,,,,1.1,,10.7,8.1
LAGO KASUMIGAURA,1982-04-07,0.078,,,0.017,,0.002,,,,,,,,,0.367,,0.004,0.024,,0.068,,4.4e-05,,6.1,17.6,,,,9.9,,,,,1.05,,12.1,8.8
LAGO KASUMIGAURA,1982-04-20,0.22,,,0.004,,0.003,,,,,,,,,0.321,,0.002,0.02,,0.143,,0.000123,,11.8,12.6,,,,32.4,,,,,0.6,,14.8,9.6
LAGO KASUMIGAURA,1982-05-12,0.095,,,0.01,,0.002,,,,,,,,,0.349,,0.002,0.014,,0.118,,0.000104,,10.0,8.9,,,,16.5,,,,,0.85,,21.4,9.4
LAGO KASUMIGAURA,1982-05-25,0.044,,,0.008,,0.002,,,,,,,,,0.326,,0.001,0.015,,0.088,,7.3e-05,,8.5,8.3,,,,15.1,,,,,1.3,,21.8,8.2
LAGO KASUMIGAURA,1982-06-07,0.124,,,0.026,,0.002,,,,,,,,,0.4,,0.002,0.026,,0.111,,8.5e-05,,9.8,13.7,,,,14.8,,,,,0.6,,21.6,9.1
LAGO KASUMIGAURA,1982-06-22,0.125,,,0.244,,0.074,,,,,,,,,0.599,,0.014,0.038,,0.133,,9.5e-05,,11.5,8.8,,,,15.6,,,,,0.7,,23.8,9.2
LAGO KASUMIGAURA,1982-07-06,0.18,,,0.008,,0.002,,,,,,,,,0.564,,0.005,0.032,,0.136,,0.000104,,12.2,14.4,,,,23.9,,,,,0.65,,23.0,9.6
LAGO KASUMIGAURA,1982-07-20,0.114,,,0.011,,0.004,,,,,,,,,0.491,,0.042,0.06,,0.163,,0.000103,,11.0,9.8,,,,21.0,,,,,0.55,,24.7,9.4
LAGO KASUMIGAURA,1982-08-04,0.122,,,0.015,,0.134,,,,,,,,,0.274,,0.051,0.066,,0.218,,0.000152,,10.7,11.5,,,,34.0,,,,,0.4,,25.7,8.9
LAGO KASUMIGAURA,1982-08-24,0.233,,,0.018,,0.012,,,,,,,,,0.628,,0.056,0.086,,0.26,,0.000174,,18.3,10.9,,,,42.0,,,,,0.45,,28.9,9.7
LAGO KASUMIGAURA,1982-09-08,0.116,,,0.346,,0.088,,,,,,,,,0.623,,0.103,0.131,,0.265,,0.000134,,18.4,7.1,,,,41.0,,,,,0.35,,23.6,
LAGO KASUMIGAURA,1982-09-21,0.075,,,0.013,,1.746,,,,,,,,,0.437,,0.036,0.053,,0.138,,8.5e-05,,12.5,5.5,,,,26.2,,,,,0.55,,22.0,7.1
LAGO KASUMIGAURA,1982-10-05,0.053,,,0.008,,1.727,,,,,,,,,,,0.011,0.025,,0.085,,5.9999999999999995e-05,,10.8,12.0,,,,14.3,,,,,0.9,,21.2,8.2
LAGO KASUMIGAURA,1982-10-19,0.136,,,0.056,,1.122,,,,,,,,,,,0.004,0.019,,0.11,,9.1e-05,,11.4,10.2,,,,19.3,,,,,0.65,,17.6,8.7
LAGO KASUMIGAURA,1982-11-01,0.134,,,0.011,,1.024,,,,,,,,,,,0.002,0.014,,0.113,,9.900000000000001e-05,,9.2,11.9,,,,19.1,,,,,0.85,,17.1,9.0
LAGO KASUMIGAURA,1982-11-16,0.12,,,0.008,,0.941,,,,,,,,,0.303,,0.001,0.012,,0.101,,8.9e-05,,8.4,12.9,,,,17.7,,,,,0.75,,15.4,9.1
LAGO KASUMIGAURA,1982-12-08,0.144,,,0.01,,1.03,,,,,,,,,0.315,,0.004,0.016,,,,,,9.9,12.0,,,,26.2,,,,,0.65,,10.7,9.1
LAGO KASUMIGAURA,1982-12-21,0.11,,,0.079,,0.831,,,,,,,,,0.304,,0.004,0.016,,0.125,,0.00010899999999999999,,10.7,13.2,,,,16.3,,,,,0.75,,7.5,9.0
LAGO KASUMIGAURA,1983-01-13,0.06,,,0.035,,0.663,,,,,,,,,0.28,,0.002,0.013,,0.067,,5.4e-05,,7.5,12.9,,,,8.4,,,,,1.3,,5.8,8.9
LAGO KASUMIGAURA,1983-01-25,0.044,,,0.011,,0.421,,,,,,,,,0.266,,0.004,0.014,,0.059,,4.4999999999999996e-05,,7.5,11.3,,,,8.2,,,,,0.9,,5.2,8.2
LAGO KASUMIGAURA,1983-02-08,0.045,,,0.011,,0.313,,,,,,,,,0.313,,0.005,0.015,,0.053,,3.8e-05,,6.3,11.3,,,,6.2,,,,,1.1,,6.3,8.1
LAGO KASUMIGAURA,1983-02-22,0.072,,,0.007,,0.209,,,,,,,,,0.327,,0.004,0.015,,0.077,,6.2e-05,,9.6,13.4,,,,8.1,,,,,0.7,,6.3,8.3
LAGO KASUMIGAURA,1983-03-09,0.118,,,0.006,,0.247,,,,,,,,,0.316,,0.003,0.013,,0.085,,7.199999999999999e-05,,10.8,14.6,,,,13.9,,,,,0.75,,7.8,9.3
LAGO KASUMIGAURA,1983-03-29,0.173,,,0.007,,0.123,,,,,,,,,0.368,,0.004,0.016,,0.102,,8.599999999999999e-05,,11.9,13.7,,,,20.1,,,,,0.7,,9.9,9.2
LAGO KASUMIGAURA,1983-04-14,0.172,,,0.009,,0.125,,,,,,,,,0.265,,0.004,0.011,,0.104,,9.3e-05,,8.4,11.5,,,,20.7,,,,,0.6,,15.7,9.8
LAGO KASUMIGAURA,1983-05-11,0.15,,,0.011,,0.029,,,,,,,,,0.523,,0.007,0.038,,0.139,,0.000101,,13.5,12.9,,,,19.8,,,,,0.7,,20.8,9.3
LAGO KASUMIGAURA,1983-06-13,0.2,,,0.055,,0.016,,,,,,,,,0.421,,0.024,0.037,,0.162,,0.000125,,12.5,8.0,,,,21.4,,,,,0.5,,20.8,9.0
LAGO KASUMIGAURA,1983-07-05,0.164,,,0.235,,0.262,,,,,,,,,0.386,,0.004,0.024,,0.342,,0.00031800000000000003,,15.5,8.0,,,,15.2,,,,,0.6,,22.3,8.7
LAGO KASUMIGAURA,1983-08-09,0.103,,,0.018,,0.011,,,,,,,,,0.514,,0.037,0.055,,0.165,,0.00011,,15.9,6.5,,,,20.6,,,,,0.6,,30.6,9.7
LAGO KASUMIGAURA,1983-09-06,0.204,,,0.022,,0.31,,,,,,,,,0.538,,0.007,0.018,,0.141,,0.000123,,21.4,14.2,,,,29.0,,,,,0.4,,31.3,
LAGO KASUMIGAURA,1983-10-04,0.091,,,0.015,,0.648,,,,,,,,,0.501,,0.004,0.032,,0.237,,0.000205,,13.2,11.4,,,,16.6,,,,,0.65,,22.2,
LAGO KASUMIGAURA,1983-11-14,0.151,,,0.116,,0.89,,,,,,,,,0.405,,0.003,0.028,,0.141,,0.00011300000000000001,,10.5,10.7,,,,30.6,,,,,0.6,,13.8,9.7
LAGO KASUMIGAURA,1983-12-07,0.059,,,0.015,,0.942,,,,,,,,,0.352,,0.003,0.016,,0.076,,5.9999999999999995e-05,,6.2,11.5,,,,12.1,,,,,0.8,,8.0,
LAGO KASUMIGAURA,1984-01-10,0.022,,,0.571,,0.864,,,,,,,,,0.121,,0.003,0.022,,0.059,,3.7e-05,,6.2,10.3,,,,4.8,,,,,1.5,,4.0,9.0
LAGO KASUMIGAURA,1984-02-08,0.019,,,0.357,,0.819,,,,,,,,,0.168,,0.002,0.018,,0.068,,5e-05,,4.9,11.4,,,,13.2,,,,,1.3,,2.1,8.9
LAGO KASUMIGAURA,1984-03-05,0.012,,,0.157,,0.661,,,,,,,,,0.016,,0.001,0.014,,0.033,,1.9e-05,,4.8,10.5,,,,4.0,,,,,2.0,,6.2,
LAGO KASUMIGAURA,1984-04-11,0.041,,,0.079,,0.608,,,,,,,,,0.225,,0.001,0.011,,0.056,,4.4999999999999996e-05,,6.3,10.4,,,,10.9,,,,,1.2,,12.1,
LAGO KASUMIGAURA,1984-05-09,0.041,,,0.011,,0.002,,,,,,,,,0.312,,0.001,0.009,,0.056,,4.7e-05,,8.0,11.2,,,,11.9,,,,,,,20.1,9.5
LAGO KASUMIGAURA,1984-06-06,0.013,,,0.083,,0.033,,,,,,,,,0.441,,0.004,0.019,,0.049,,2.9999999999999997e-05,,5.7,8.3,,,,5.7,,,,,2.0,,23.0,7.6
LAGO KASUMIGAURA,1984-07-11,0.045,,,0.718,,0.121,,,,,,,,,0.069,,0.016,0.025,,0.078,,5.3e-05,,7.2,5.8,,,,10.8,,,,,1.0,,23.9,7.6
LAGO KASUMIGAURA,1984-08-08,0.174,,,0.12,,0.008,,,,,,,,,0.203,,0.052,0.078,,0.173,,9.5e-05,,20.4,12.2,,,,33.9,,,,,0.55,,31.9,9.8
LAGO KASUMIGAURA,1984-09-05,0.194,,,0.013,,0.011,,,,,,,,,0.517,,0.131,0.133,,0.307,,0.000174,,11.4,7.2,,,,52.6,,,,,0.35,,26.3,9.6
LAGO KASUMIGAURA,1984-10-04,0.202,,,0.012,,0.002,,,,,,,,,0.517,,0.099,0.125,,0.349,,0.000224,,17.4,7.3,,,,56.7,,,,,0.25,,21.8,9.4
LAGO KASUMIGAURA,1984-11-07,0.077,,,0.618,,0.376,,,,,,,2.214,,,,0.003,0.022,,0.117,,9.5e-05,,11.4,11.3,,,,22.0,,,,,0.55,,14.6,
LAGO KASUMIGAURA,1984-12-05,0.094,,,0.018,,0.486,,,,,,,1.284,,,,0.011,0.025,,0.086,,6.1e-05,,9.1,14.2,,,,16.5,,,,,0.85,,9.2,9.5
LAGO KASUMIGAURA,1985-01-09,0.078,,,0.095,,0.457,,,,,,,1.318,,,,0.001,0.012,,0.061,,4.9000000000000005e-05,,9.3,13.1,,,,12.5,,,,,0.85,,3.4,9.1
LAGO KASUMIGAURA,1985-02-06,0.056,,,0.026,,0.464,,,,,,,1.285,,,,0.005,0.016,,0.065,,4.9000000000000005e-05,,7.4,13.1,,,,12.5,,,,,1.3,,4.0,8.7
